"Gene stable ID","Strand","Gene end (bp)","Gene start (bp)","Chromosome/scaffold name","Gene name"
"ENSG00000105427",-1,42390297,42387019,"19","CNFN"
"ENSG00000248329",1,164898965,164877178,"4","APELA"
"ENSG00000178229",1,57330770,57320472,"19","ZNF543"
"ENSG00000162624",1,75161533,75128434,"1","LHX8"
"ENSG00000283697",-1,149549932,149548210,"X","HSFX3"
"ENSG00000077380",1,171748420,171687409,"2","DYNC1I2"
"ENSG00000006576",1,77957503,77798792,"7","PHTF2"
"ENSG00000058729",-1,97183247,97160867,"5","RIOK2"
"ENSG00000141682",1,59904306,59899948,"18","PMAIP1"
"ENSG00000165449",-1,59736002,59650761,"10","SLC16A9"
"ENSG00000119283",1,231221556,231162112,"1","TRIM67"
"ENSG00000197309",1,124188780,124183345,"11","OR10D3"
"ENSG00000095370",-1,127778710,127738317,"9","SH2D3C"
"ENSG00000104435",1,79666175,79610814,"8","STMN2"
"ENSG00000242441",1,48733148,48617798,"2","GTF2A1L"
"ENSG00000184166",-1,3104422,3088484,"17","OR1D2"
"ENSG00000123352",1,49527424,49366584,"12","SPATS2"
"ENSG00000110237",1,73369388,73308276,"11","ARHGEF17"
"ENSG00000183024",-1,3127581,3126584,"17","OR1G1"
"ENSG00000125731",-1,6767463,6752160,"19","SH2D3A"
"ENSG00000151687",1,189761193,189674290,"2","ANKAR"
"ENSG00000107959",-1,3172841,3137728,"10","PITRM1"
"ENSG00000198885",1,96330517,96325331,"2","ITPRIPL1"
"ENSG00000235710",-1,231187627,231184098,"1","AL109810.2"
"ENSG00000173679",1,122662648,122661566,"9","OR1L1"
"ENSG00000172150",1,3198448,3197519,"17","OR1A2"
"ENSG00000227877",-1,59756041,59736692,"10","MRLN"
"ENSG00000171481",1,122676153,122675036,"9","OR1L3"
"ENSG00000178860",-1,71844468,71841549,"8","MSC"
"ENSG00000160972",1,144502121,144477969,"8","PPP1R16A"
"ENSG00000136939",1,122724925,122723990,"9","OR1L4"
"ENSG00000171459",1,122750783,122742303,"9","OR1L6"
"ENSG00000129465",-1,24340022,24336025,"14","RIPK3"
"ENSG00000148384",-1,136439845,136428619,"9","INPP5E"
"ENSG00000148215",1,122789895,122788933,"9","OR5C1"
"ENSG00000062650",-1,86521792,86435256,"10","WAPL"
"ENSG00000168143",1,54945099,54846771,"6","FAM83B"
"ENSG00000170677",1,70330199,70289045,"18","SOCS6"
"ENSG00000118245",-1,216860064,216859458,"2","TNP1"
"ENSG00000128694",-1,189763227,189746660,"2","OSGEPL1"
"ENSG00000170264",-1,61854143,61824848,"2","FAM161A"
"ENSG00000189377",-1,42442946,42428278,"19","CXCL17"
"ENSG00000136940",-1,122828588,122798389,"9","PDCL"
"ENSG00000115461",-1,216695549,216672105,"2","IGFBP5"
"ENSG00000129467",-1,24335093,24318349,"14","ADCY4"
"ENSG00000138161",-1,122846175,122832158,"10","CUZD1"
"ENSG00000079435",-1,42427388,42401514,"19","LIPE"
"ENSG00000134321",1,6898239,6865806,"2","RSAD2"
"ENSG00000112309",-1,70957060,70856679,"6","B3GAT2"
"ENSG00000112474",1,33135646,33133453,"CHR_HSCHR6_MHC_QBL_CTG1","HSD17B8"
"ENSG00000226060",-1,30203710,30174734,"CHR_HSCHR6_MHC_DBB_CTG1","TRIM26"
"ENSG00000160818",-1,156601496,156594487,"1","GPATCH4"
"ENSG00000167701",1,144507174,144502973,"8","GPT"
"ENSG00000165204",1,122801073,122800123,"9","OR1K1"
"ENSG00000134326",-1,6866635,6840570,"2","CMPK2"
"ENSG00000112305",1,70862011,70667776,"6","SMAP1"
"ENSG00000213185",-1,122879641,122849078,"10","FAM24B"
"ENSG00000131845",1,57359898,57351307,"19","AC005261.1"
"ENSG00000093010",1,19969975,19941733,"22","COMT"
"ENSG00000101966",1,123913979,123859724,"X","XIAP"
"ENSG00000079385",-1,42561234,42507304,"19","CEACAM1"
"ENSG00000239605",-1,47155308,47045538,"2","STPG4"
"ENSG00000183291",-1,86914424,86862445,"1","SELENOF"
"ENSG00000286088",-1,122879583,122832167,"10","AC073585.2"
"ENSG00000067057",1,3137718,3066333,"10","PFKP"
"ENSG00000273269",-1,47176511,47065941,"2","AC073283.3"
"ENSG00000186599",1,7489593,7487679,"8","DEFB105B"
"ENSG00000137252",1,55282620,55106460,"6","HCRTR2"
"ENSG00000177426",1,3459978,3411608,"18","TGIF1"
"ENSG00000008710",-1,2135898,2088708,"16","PKD1"
"ENSG00000198129",1,7509311,7495911,"8","DEFB107B"
"ENSG00000172146",1,3218896,3207539,"17","OR1A1"
"ENSG00000163394",-1,26490484,26481396,"4","CCKAR"
"ENSG00000255251",1,7542450,7539628,"8","PRR23D1"
"ENSG00000147613",-1,86088621,86047109,"8","PSKH2"
"ENSG00000263097",-1,11031407,11030387,"CHR_HSCHR12_2_CTG2","TAS2R31"
"ENSG00000149577",1,117197445,117178736,"11","SIDT2"
"ENSG00000262612",-1,11092334,11091308,"CHR_HSCHR12_2_CTG2","TAS2R43"
"ENSG00000108091",-1,59906556,59788747,"10","CCDC6"
"ENSG00000273457",-1,10909562,10907926,"CHR_HSCHR12_2_CTG2","TAS2R13"
"ENSG00000285975",-1,7559712,7556700,"8","AC134684.11"
"ENSG00000164458",-1,166168700,166157656,"6","TBXT"
"ENSG00000147614",1,86154225,85987323,"8","ATP6V0D2"
"ENSG00000263247",-1,11203561,10824960,"CHR_HSCHR12_2_CTG2","PRR4"
"ENSG00000120907",-1,26867278,26748150,"8","ADRA1A"
"ENSG00000139343",1,95903828,95858928,"12","SNRPF"
"ENSG00000187871",1,55402493,55327469,"6","GFRAL"
"ENSG00000109956",-1,134412242,134378504,"11","B3GAT1"
"ENSG00000180042",1,3386874,3385930,"17","AC087498.1"
"ENSG00000157036",1,38542161,38496127,"3","EXOG"
"ENSG00000161091",-1,3574290,3538261,"19","MFSD12"
"ENSG00000023902",1,150164720,150149183,"1","PLEKHO1"
"ENSG00000180090",-1,3298360,3291017,"17","OR3A1"
"ENSG00000167656",-1,142786539,142784882,"8","LY6D"
"ENSG00000221882",-1,3386317,3276942,"17","OR3A2"
"ENSG00000068985",-1,49695984,49687447,"X","PAGE1"
"ENSG00000064651",1,128189677,128083766,"5","SLC12A2"
"ENSG00000165972",-1,95942635,95867048,"12","CCDC38"
"ENSG00000215545",-1,31308585,31303212,"20","DEFB116"
"ENSG00000063761",1,77935014,77800109,"14","ADCK1"
"ENSG00000181031",-1,386254,212389,"17","RPH3AL"
"ENSG00000122375",1,86666848,86654547,"10","OPN4"
"ENSG00000188039",1,16817963,16719975,"19","NWD1"
"ENSG00000134323",1,15947007,15940550,"2","MYCN"
"ENSG00000118160",-1,47471893,47428017,"19","SLC8A2"
"ENSG00000130844",1,53580269,53519527,"19","ZNF331"
"ENSG00000184361",-1,45262094,45254393,"17","SPATA32"
"ENSG00000141668",-1,72638521,72536680,"18","CBLN2"
"ENSG00000102309",1,72302926,72181353,"X","PIN4"
"ENSG00000157399",-1,2968475,2934521,"X","ARSL"
"ENSG00000273431",-1,10986912,10985913,"CHR_HSCHR12_2_CTG2","TAS2R50"
"ENSG00000176381",-1,166308448,166305300,"6","PRR18"
"ENSG00000139344",1,95968720,95943331,"12","AMDHD1"
"ENSG00000285687",-1,7575006,7571995,"8","AC134684.8"
"ENSG00000272805",-1,10826358,10825317,"CHR_HSCHR12_2_CTG2","TAS2R10"
"ENSG00000164619",1,34156427,33904308,"7","BMPER"
"ENSG00000214063",1,867116,842812,"11","TSPAN4"
"ENSG00000203795",1,122913111,122910610,"10","FAM24A"
"ENSG00000272803",1,10932341,10929236,"CHR_HSCHR12_2_CTG2","PRH2"
"ENSG00000140479",-1,101525202,101297142,"15","PCSK6"
"ENSG00000006062",-1,45317029,45263119,"17","MAP3K14"
"ENSG00000188766",1,38399587,38388421,"19","SPRED3"
"ENSG00000118162",-1,47484265,47475150,"19","KPTN"
"ENSG00000180016",-1,3398410,3397104,"17","OR1E1"
"ENSG00000106327",-1,100642779,100620416,"7","TFR2"
"ENSG00000262111",-1,11166592,11164906,"CHR_HSCHR12_2_CTG2","TAS2R30"
"ENSG00000075643",1,36272157,36187497,"18","MOCOS"
"ENSG00000262525",-1,11062294,11061365,"CHR_HSCHR12_2_CTG2","TAS2R46"
"ENSG00000060688",-1,31296788,31259568,"1","SNRNP40"
"ENSG00000064961",1,3579088,3572777,"19","HMG20B"
"ENSG00000261984",-1,11203521,10937406,"CHR_HSCHR12_2_CTG2","TAS2R14"
"ENSG00000134061",-1,67196799,67179613,"5","CD180"
"ENSG00000263028",-1,11022620,11021619,"CHR_HSCHR12_2_CTG2","TAS2R19"
"ENSG00000167778",-1,53079404,53064316,"12","SPRYD3"
"ENSG00000273092",-1,10997875,10996495,"CHR_HSCHR12_2_CTG2","TAS2R20"
"ENSG00000075651",-1,171810950,171600404,"3","PLD1"
"ENSG00000106624",1,44114562,44104345,"7","AEBP1"
"ENSG00000168785",-1,98658611,98470367,"4","TSPAN5"
"ENSG00000197128",-1,57477570,57466663,"19","ZNF772"
"ENSG00000100353",-1,36529184,36510855,"22","EIF3D"
"ENSG00000165810",1,181061521,181040225,"5","BTNL9"
"ENSG00000164930",1,103332866,103298433,"8","FZD6"
"ENSG00000167977",1,2709030,2682523,"16","KCTD5"
"ENSG00000140006",-1,63641861,63597039,"14","WDR89"
"ENSG00000063046",1,53042209,53006158,"12","EIF4B"
"ENSG00000121152",1,96377091,96335766,"2","NCAPH"
"ENSG00000008517",1,3082192,3065297,"16","IL32"
"ENSG00000165801",1,21090248,21070273,"14","ARHGEF40"
"ENSG00000183747",1,20487669,20451461,"16","ACSM2A"
"ENSG00000140464",1,74047827,73994673,"15","PML"
"ENSG00000268163",-1,57477536,57437970,"19","AC004076.1"
"ENSG00000111906",-1,125302078,125219962,"6","HDDC2"
"ENSG00000184922",1,45247319,45221444,"17","FMNL1"
"ENSG00000188785",1,57402992,57389850,"19","ZNF548"
"ENSG00000008988",-1,56074581,56067295,"8","RPS20"
"ENSG00000126821",-1,63728065,63684216,"14","SGPP1"
"ENSG00000132437",-1,50565405,50458436,"7","DDC"
"ENSG00000105325",1,3538330,3506273,"19","FZR1"
"ENSG00000285765",-1,7582653,7579644,"8","AC134684.9"
"ENSG00000136068",1,58172251,58008400,"3","FLNB"
"ENSG00000149591",1,117207464,117199370,"11","TAGLN"
"ENSG00000164929",1,103230305,103140713,"8","BAALC"
"ENSG00000103034",1,58513628,58462846,"16","NDRG4"
"ENSG00000109016",1,21193265,21123364,"17","DHRS7B"
"ENSG00000152433",1,57379565,57363477,"19","ZNF547"
"ENSG00000132694",-1,157045370,156934840,"1","ARHGEF11"
"ENSG00000165280",-1,35072627,35056064,"9","VCP"
"ENSG00000162496",-1,12618210,12567910,"1","DHRS3"
"ENSG00000113742",1,173961980,173888349,"5","CPEB4"
"ENSG00000122859",-1,69573422,69571698,"10","NEUROG3"
"ENSG00000111907",1,125264407,125119049,"6","TPD52L1"
"ENSG00000186230",1,57447101,57435325,"19","ZNF749"
"ENSG00000186272",1,57421939,57411163,"19","ZNF17"
"ENSG00000105374",-1,51372701,51371606,"19","NKG7"
"ENSG00000204518",1,12667086,12644547,"1","AADACL4"
"ENSG00000256060",1,57365405,57363551,"19","TRAPPC2B"
"ENSG00000268533",1,57438457,57394183,"19","AC003002.2"
"ENSG00000197702",1,12535356,12377563,"11","PARVA"
"ENSG00000269533",1,57419994,57389884,"19","AC003002.3"
"ENSG00000147144",1,49069857,49053572,"X","CCDC120"
"ENSG00000187140",1,63325128,63322567,"1","FOXD3"
"ENSG00000137332",1,30890046,30870863,"CHR_HSCHR6_MHC_COX_CTG1","DDR1"
"ENSG00000268133",1,57398584,57363566,"19","AC003002.1"
"ENSG00000178201",-1,57457142,57454790,"19","VN1R1"
"ENSG00000160613",-1,117232525,117204337,"11","PCSK7"
"ENSG00000285814",1,7718453,7715443,"8","AC084121.9"
"ENSG00000101951",1,49834264,49829260,"X","PAGE4"
"ENSG00000165799",1,21044234,21042316,"14","RNASE7"
"ENSG00000132702",1,156625725,156619331,"1","HAPLN2"
"ENSG00000198624",-1,151224093,151181052,"5","CCDC69"
"ENSG00000131068",1,31373923,31368601,"20","DEFB118"
"ENSG00000165804",-1,21104722,21090077,"14","ZNF219"
"ENSG00000125485",-1,132670401,132592997,"9","DDX31"
"ENSG00000180448",1,1086628,1065923,"19","AC004151.1"
"ENSG00000123395",1,52077494,52069246,"12","ATG101"
"ENSG00000064012",1,201287711,201233443,"2","CASP8"
"ENSG00000180483",-1,31390590,31377164,"20","DEFB119"
"ENSG00000181541",1,150584693,150582151,"4","MAB21L2"
"ENSG00000169840",1,27794768,27792483,"13","GSX1"
"ENSG00000186329",1,171938715,171843349,"3","TMEM212"
"ENSG00000196743",1,151270440,151212150,"5","GM2A"
"ENSG00000205667",1,3033571,3006613,"X","ARSH"
"ENSG00000136436",1,48866522,48830988,"17","CALCOCO2"
"ENSG00000125122",-1,67227048,67207139,"16","LRRC29"
"ENSG00000284791",1,52108239,52079696,"12","SMIM41"
"ENSG00000124469",-1,42595055,42580243,"19","CEACAM8"
"ENSG00000125257",-1,95301475,95019835,"13","ABCC4"
"ENSG00000096696",1,7586714,7541617,"6","DSP"
"ENSG00000183397",1,3544030,3539154,"19","C19orf71"
"ENSG00000160180",-1,42315651,42311667,"21","TFF3"
"ENSG00000275832",1,38512385,38419280,"17","ARHGAP23"
"ENSG00000179636",1,21036276,21024109,"14","TPPP2"
"ENSG00000110697",-1,67506263,67491768,"11","PITPNM1"
"ENSG00000111077",1,53064372,53046969,"12","TNS2"
"ENSG00000075420",1,172401669,172039578,"3","FNDC3B"
"ENSG00000095397",-1,114505473,114402080,"9","WHRN"
"ENSG00000125484",1,132694953,132670035,"9","GTF3C4"
"ENSG00000165584",-1,48356707,48346427,"X","SSX3"
"ENSG00000142619",1,17284233,17249098,"1","PADI3"
"ENSG00000183439",-1,164977668,164954446,"4","TRIM61"
"ENSG00000115053",-1,231483641,231453531,"2","NCL"
"ENSG00000250486",1,164959122,164956948,"4","FAM218A"
"ENSG00000236011",-1,31653693,31648638,"CHR_HSCHR6_MHC_COX_CTG1","GPANK1"
"ENSG00000160181",-1,42350997,42346357,"21","TFF2"
"ENSG00000198818",-1,166342576,166319728,"6","SFT2D1"
"ENSG00000196305",-1,92293756,92210207,"9","IARS1"
"ENSG00000174748",1,23924374,23916545,"3","RPL15"
"ENSG00000105370",-1,51387960,51379909,"19","LIM2"
"ENSG00000159961",1,3424070,3411370,"17","OR3A3"
"ENSG00000127780",-1,3433841,3432870,"17","OR1E2"
"ENSG00000133943",1,91225632,91060333,"14","DGLUCY"
"ENSG00000213999",-1,19192131,19145567,"19","MEF2B"
"ENSG00000167767",-1,52192014,52168996,"12","KRT80"
"ENSG00000172680",-1,56113982,56112942,"8","MOS"
"ENSG00000139515",1,27926313,27920000,"13","PDX1"
"ENSG00000165795",-1,21070872,21016763,"14","NDRG2"
"ENSG00000104691",1,30767006,30732247,"8","UBXN8"
"ENSG00000078043",-1,46920160,46803218,"18","PIAS2"
"ENSG00000102409",1,103217246,103215108,"X","BEX4"
"ENSG00000129625",-1,112922289,112876385,"5","REEP5"
"ENSG00000134900",1,102679958,102596986,"13","TPP2"
"ENSG00000176979",1,165041749,165016458,"4","TRIM60"
"ENSG00000119965",-1,122954311,122930901,"10","C10orf88"
"ENSG00000132436",-1,50542535,50444128,"7","FIGNL1"
"ENSG00000010319",-1,52445103,52433035,"3","SEMA3G"
"ENSG00000262874",-1,51390591,51388289,"19","C19orf84"
"ENSG00000165556",-1,27969315,27960918,"13","CDX2"
"ENSG00000181690",-1,56211324,56160909,"8","PLAG1"
"ENSG00000095574",-1,123008817,122990806,"10","IKZF5"
"ENSG00000241713",1,31660956,31656528,"CHR_HSCHR6_MHC_COX_CTG1","LY6G5B"
"ENSG00000197849",1,124254364,124241095,"11","OR8G1"
"ENSG00000267561",1,87169204,86993009,"1","AC093155.3"
"ENSG00000103197",1,2089491,2047967,"16","TSC2"
"ENSG00000099817",-1,1095380,1086574,"19","POLR2E"
"ENSG00000153936",1,87109982,86914635,"1","HS2ST1"
"ENSG00000197712",1,38945739,38867677,"4","FAM114A1"
"ENSG00000228875",1,31660956,31652646,"CHR_HSCHR6_MHC_COX_CTG1","CSNK2B"
"ENSG00000255298",1,124266218,124256376,"11","OR8G5"
"ENSG00000250374",1,165060554,165053864,"4","TRIM75P"
"ENSG00000122512",-1,6009106,5970925,"7","PMS2"
"ENSG00000179988",1,122997513,122954381,"10","PSTK"
"ENSG00000232126",-1,31433637,31346626,"CHR_HSCHR6_MHC_MCF_CTG1","HLA-B"
"ENSG00000134982",1,112846239,112707498,"5","APC"
"ENSG00000064490",1,19201869,19192229,"19","RFXANK"
"ENSG00000139625",-1,53500063,53479669,"12","MAP3K12"
"ENSG00000121853",-1,172448456,172443291,"3","GHSR"
"ENSG00000115020",1,208358746,208266255,"2","PIKFYVE"
"ENSG00000274744",-1,47029842,47028202,"18","ELOA3"
"ENSG00000166603",-1,60372775,60371062,"18","MC4R"
"ENSG00000174738",1,23980617,23945286,"3","NR1D2"
"ENSG00000187624",1,431062,410325,"17","C17orf97"
"ENSG00000167216",1,47102243,46917492,"18","KATNAL2"
"ENSG00000108381",1,3503405,3472374,"17","ASPA"
"ENSG00000121858",-1,172523475,172505508,"3","TNFSF10"
"ENSG00000280618",-1,22981018,22903706,"CHR_HSCHR15_1_CTG3","CYFIP1"
"ENSG00000144320",-1,176002839,175923882,"2","LNPK"
"ENSG00000206287",1,33141537,33137310,"CHR_HSCHR6_MHC_QBL_CTG1","RING1"
"ENSG00000187555",-1,8975328,8892097,"16","USP7"
"ENSG00000186334",-1,151303766,151276762,"5","SLC36A3"
"ENSG00000168701",1,67229278,67227103,"16","TMEM208"
"ENSG00000145283",-1,86849384,86823468,"4","SLC10A6"
"ENSG00000093134",-1,132736935,132722787,"6","VNN3"
"ENSG00000062096",1,3112727,3041471,"X","ARSF"
"ENSG00000160710",-1,154628013,154582057,"1","ADAR"
"ENSG00000167723",-1,3557995,3510502,"17","TRPV3"
"ENSG00000197885",-1,23946591,23891660,"3","NKIRAS1"
"ENSG00000197111",1,53481162,53452102,"12","PCBP2"
"ENSG00000144959",-1,172711218,172630249,"3","NCEH1"
"ENSG00000183574",1,32138401,32135962,"CHR_HSCHR6_MHC_QBL_CTG1","RNF5"
"ENSG00000161277",-1,36054739,36034984,"19","THAP8"
"ENSG00000183791",-1,46964644,46962768,"18","ELOA3D"
"ENSG00000101825",-1,3346652,3308565,"X","MXRA5"
"ENSG00000278674",-1,47023927,47022287,"18","ELOA3B"
"ENSG00000206181",-1,47035621,47032572,"18","ELOA2"
"ENSG00000204688",1,29464328,29457181,"6","OR2H1"
"ENSG00000112130",1,37394734,37353979,"6","RNF8"
"ENSG00000105270",-1,36033343,36014660,"19","CLIP3"
"ENSG00000268009",1,48393347,48383516,"X","SSX4"
"ENSG00000183688",-1,445939,439978,"17","RFLNB"
"ENSG00000104695",-1,30814314,30774457,"8","PPP2CB"
"ENSG00000071994",-1,170584692,170575295,"6","PDCD2"
"ENSG00000187498",-1,110307157,110148963,"13","COL4A1"
"ENSG00000204687",-1,29487956,29486697,"6","MAS1L"
"ENSG00000188984",1,12728760,12716110,"1","AADACL3"
"ENSG00000269791",-1,48411910,48402078,"X","SSX4B"
"ENSG00000172728",-1,33473146,33370824,"8","FUT10"
"ENSG00000153037",1,112898371,112861188,"5","SRP19"
"ENSG00000204548",-1,31412838,31404845,"20","DEFB121"
"ENSG00000276838",1,1754189,1741760,"CHR_HSCHR17_1_CTG2","SERPINF2"
"ENSG00000114346",1,172821474,172750682,"3","ECT2"
"ENSG00000160182",-1,42366535,42362282,"21","TFF1"
"ENSG00000016082",1,51394730,51383448,"5","ISL1"
"ENSG00000132692",1,156659532,156641390,"1","BCAN"
"ENSG00000254901",-1,19192591,19176903,"19","BORCS8"
"ENSG00000174279",-1,176083913,176077472,"2","EVX2"
"ENSG00000169057",-1,154137103,154021573,"X","MECP2"
"ENSG00000180964",-1,103255192,103252995,"X","TCEAL8"
"ENSG00000183778",1,39673137,39556442,"21","B3GALT5"
"ENSG00000128714",1,176095944,176092721,"2","HOXD13"
"ENSG00000091947",-1,44023946,44011188,"17","TMEM101"
"ENSG00000121766",1,31364953,31296982,"1","ZCCHC17"
"ENSG00000141837",-1,13633025,13206442,"19","CACNA1A"
"ENSG00000157330",1,12763699,12746200,"1","C1orf158"
"ENSG00000114854",-1,52454041,52451100,"3","TNNC1"
"ENSG00000274047",-1,37614077,37519433,"CHR_HSCHR17_7_CTG4","SYNRG"
"ENSG00000157060",-1,182953525,182899865,"1","SHCBP1L"
"ENSG00000133619",1,149734575,149714781,"7","KRBA1"
"ENSG00000141255",-1,3513852,3440019,"17","SPATA22"
"ENSG00000116726",1,12777906,12774841,"1","PRAMEF12"
"ENSG00000276175",-1,54306461,54294163,"CHR_HSCHR19LRC_COX1_CTG3_1","LILRA3"
"ENSG00000258864",1,112867582,112827213,"5","AC008575.1"
"ENSG00000141252",-1,721717,508668,"17","VPS53"
"ENSG00000116721",1,12796628,12791397,"1","PRAMEF1"
"ENSG00000184162",-1,19203424,19201416,"19","NR2C2AP"
"ENSG00000205456",1,32255922,32252719,"16","TP53TG3D"
"ENSG00000144647",-1,43106079,43079232,"3","POMGNT2"
"ENSG00000239810",-1,12831410,12824605,"1","PRAMEF11"
"ENSG00000066084",1,50748657,50504985,"12","DIP2B"
"ENSG00000183943",-1,3713649,3604340,"X","PRKX"
"ENSG00000167014",1,44979229,44956687,"15","TERB2"
"ENSG00000273820",1,49882558,49879484,"X","USP27X"
"ENSG00000213020",-1,52735073,52702813,"19","ZNF611"
"ENSG00000170178",1,176102489,176099795,"2","HOXD12"
"ENSG00000282307",1,1765915,1760880,"CHR_HSCHR17_1_CTG2","SERPINF1"
"ENSG00000164893",-1,86321146,86214063,"8","SLC7A13"
"ENSG00000204065",-1,103276750,103273691,"X","TCEAL5"
"ENSG00000064489",-1,19192158,19145569,"19","BORCS8-MEF2B"
"ENSG00000285913",1,7726101,7723091,"8","AC084121.11"
"ENSG00000128710",1,176119942,176108790,"2","HOXD10"
"ENSG00000179172",-1,12848725,12847408,"1","HNRNPCL1"
"ENSG00000285620",1,7733749,7730739,"8","AC084121.6"
"ENSG00000079156",1,178402893,178194481,"2","OSBPL6"
"ENSG00000121989",1,147930826,147844517,"2","ACVR2A"
"ENSG00000128713",1,176109754,176104216,"2","HOXD11"
"ENSG00000120952",1,12861909,12857086,"1","PRAMEF2"
"ENSG00000132670",1,3039076,2864184,"20","PTPRA"
"ENSG00000183963",1,31104757,31064105,"22","SMTN"
"ENSG00000229058",-1,32223712,32220356,"CHR_HSCHR6_MHC_MANN_CTG1","AGER"
"ENSG00000103429",1,14669236,14632931,"16","BFAR"
"ENSG00000183960",1,19535642,19148510,"3","KCNH8"
"ENSG00000159339",1,17364004,17308195,"1","PADI4"
"ENSG00000117335",1,207795513,207752057,"1","CD46"
"ENSG00000213886",-1,29559732,29555515,"6","UBD"
"ENSG00000143514",-1,223845954,223779893,"1","TP53BP2"
"ENSG00000134115",1,1404217,1092658,"3","CNTN6"
"ENSG00000187545",-1,12898270,12892896,"1","PRAMEF10"
"ENSG00000204681",-1,29633976,29555629,"6","GABBR1"
"ENSG00000123360",1,54579239,54549601,"12","PDE1B"
"ENSG00000232423",-1,12947580,12938472,"1","PRAMEF6"
"ENSG00000091879",-1,6563409,6499651,"8","ANGPT2"
"ENSG00000183889",1,16350590,16317444,"16","AC138969.1"
"ENSG00000132688",-1,156677407,156668763,"1","NES"
"ENSG00000204510",1,12920482,12916610,"1","PRAMEF7"
"ENSG00000225691",-1,31349256,31345885,"CHR_HSCHR6_MHC_MCF_CTG1","HLA-C"
"ENSG00000185372",-1,181131169,181123122,"5","OR2V1"
"ENSG00000243073",-1,12886201,12879212,"1","PRAMEF4"
"ENSG00000133863",-1,30913003,30831544,"8","TEX15"
"ENSG00000184276",1,71837710,71833200,"11","DEFB108B"
"ENSG00000204406",1,148516971,148021011,"2","MBD5"
"ENSG00000120332",1,175148075,175067833,"1","TNN"
"ENSG00000276747",1,17401699,17372196,"1","PADI6"
"ENSG00000182613",1,181159285,181147586,"5","OR2V2"
"ENSG00000198535",1,62070917,62066977,"15","C2CD4A"
"ENSG00000134871",1,110513209,110305812,"13","COL4A2"
"ENSG00000205502",-1,62165285,62163535,"15","C2CD4B"
"ENSG00000198728",-1,102120368,102106489,"10","LDB1"
"ENSG00000279493",1,5017145,5011799,"21","FP565260.4"
"ENSG00000187079",1,12944737,12674421,"11","TEAD1"
"ENSG00000137968",-1,75611116,75202131,"1","SLC44A5"
"ENSG00000143320",-1,156705816,156699606,"1","CRABP2"
"ENSG00000019485",1,45235110,45095806,"11","PRDM11"
"ENSG00000205352",1,53446645,53441678,"12","PRR13"
"ENSG00000143322",-1,179229684,179099330,"1","ABL2"
"ENSG00000140263",1,45077185,45023181,"15","SORD"
"ENSG00000147316",1,6648508,6406596,"8","MCPH1"
"ENSG00000139352",1,102960513,102957674,"12","ASCL1"
"ENSG00000135447",-1,54588659,54575387,"12","PPP1R1A"
"ENSG00000171759",-1,102958410,102836889,"12","PAH"
"ENSG00000109572",1,169723673,169612633,"4","CLCN3"
"ENSG00000071909",1,170655171,170178145,"2","MYO3B"
"ENSG00000133134",-1,103311046,103309346,"X","BEX2"
"ENSG00000178307",-1,21214624,21197280,"17","TMEM11"
"ENSG00000274764",-1,13056491,13049476,"1","PRAMEF27"
"ENSG00000128652",1,176173102,176136612,"2","HOXD3"
"ENSG00000277058",1,13062229,13060869,"1","HNRNPCL3"
"ENSG00000175879",1,176132695,176129694,"2","HOXD8"
"ENSG00000162062",1,2464963,2460086,"16","TEDC2"
"ENSG00000182916",1,103332326,103330229,"X","TCEAL7"
